,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
1671,8.0,0.35,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.3
1672,0.0,0.067,Channel News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.281
1673,9.0,0.034,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.381
1674,1.0,0.132,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.382
1675,1.0,0.234,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.331
1676,17.0,0.16,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.432
1677,1.0,0.043,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.427
1678,2.0,0.121,Channel News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.373
1679,10.0,0.033,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.34
1680,16.0,0.112,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.409
1681,3.0,0.07,Channel News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.341
1682,12.0,-0.034,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.489
1683,8.0,0.041,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.311
1684,18.0,0.148,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.378
1685,17.0,0.084,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.383
1686,12.0,0.23,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.376
1687,18.0,0.174,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.573
1688,11.0,0.072,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.401
1689,5.0,0.118,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.489
1690,12.0,0.267,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.467
1691,9.0,0.061,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.135
1692,5.0,0.043,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.344
1693,4.0,0.162,Channel News,"said, time, say, new, peopl, n’t, like, one, year, take",0.383
1694,16.0,0.27,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.523
1695,5.0,-0.033,Channel News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.351
1696,9.0,0.131,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.463
1697,11.0,0.456,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.516
1698,7.0,0.27,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.494
1699,16.0,0.192,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.479
1700,9.0,0.023,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.373
1701,8.0,0.162,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.327
1702,16.0,0.045,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.252
1703,11.0,0.113,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.497
1704,14.0,0.0,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.0
1705,8.0,0.468,Channel News,"said, say, one, case, also, n’t, day, new, time, get",0.677
1706,7.0,0.045,Channel News,"said, say, peopl, year, also, get, work, one, school, two",0.485
1707,4.0,0.375,Channel News,"said, time, say, new, peopl, n’t, like, one, year, take",0.417
1708,0.0,0.125,Channel News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.181
1709,14.0,0.067,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.363
1710,18.0,0.22,Channel News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.559
1711,13.0,0.108,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.479
1712,11.0,0.029,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.267
1713,16.0,0.053,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.328
1714,16.0,0.168,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.394
1715,11.0,0.161,Channel News,"said, one, time, like, day, say, peopl, work, also, year",0.429
1716,16.0,0.096,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.339
1717,12.0,0.017,Channel News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.364
1718,1.0,0.075,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.237
1719,16.0,0.0,Channel News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.54
1720,17.0,-0.089,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.422
1721,1.0,0.083,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.327
1722,1.0,-0.033,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.167
1723,17.0,0.2,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.4
1724,9.0,0.7,Channel News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.6
1725,17.0,0.3,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.65
1726,17.0,-0.089,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.422
1727,1.0,-0.033,Channel News,"said, say, peopl, year, one, time, day, first, like, get",0.167
1728,13.0,0.176,Channel News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.54
1729,17.0,0.155,Channel News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.335
1730,14.0,0.217,Channel News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.618
1731,10.0,0.134,Channel News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.445
